No. de documento,Revisión,Título,Tipo,,Estatus,Archivo,Fecha del hito,Fecha prevista de envío,Creado por,Notas adicionales,Adherencia Metodologica,Area Emisora,Código División,Código/Nombre Alternativo,Emisor/Origen,Especialidad,Estatus de Revisión,Fase,Gerencia/API,Nro. de Contrato,Proveedor,Rendición,Tipo de Documento,WBS,Sustituir,PathdeArchivo,enviado,procesado,peso,fecha_inicio,fecha_termino,existe_doc,Version
4600021391-03310-TOPCL-00020,0,4.11,Documento Externo,PARA INFORMACION,Emitido para información,09024abd968b408c.pdf,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",,F:\CL - CALIDAD\09024abd968b408c.pdf,,,,,,,14
4600021391-03310-TOPCL-00021,0,5.1 PROTOCOLOS DE PRUEBAS DE CONSTRUCCION,Documento Externo,PARA INFORMACION,Emitido para información,09024abd968b4382.pdf,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",,F:\CL - CALIDAD\09024abd968b4382.pdf,,,,,,,14
4600021391-03310-TOPCL-00022,0,5.1.1 MATRIZ DE PRUEBA,Documento Externo,PARA INFORMACION,Emitido para información,09024abd968b44de.pdf,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",,F:\CL - CALIDAD\09024abd968b44de.pdf,,,,,,,14
4600021391-03310-TOPCL-00023,0,5.1.2002,Documento Externo,PARA INFORMACION,Emitido para información,09024abd968b4742.pdf,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",,F:\CL - CALIDAD\09024abd968b4742.pdf,,,,,,,14
4600021391-03310-TOPCL-00024,0,5.1.2003,Documento Externo,PARA INFORMACION,Emitido para información,09024abd968b48b6.pdf,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",,F:\CL - CALIDAD\09024abd968b48b6.pdf,,,,,,,14
4600021391-03310-TOPCL-00025,0,5.1.3.1,Documento Externo,PARA INFORMACION,Emitido para información,09024abd968b4948.pdf,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",,F:\CL - CALIDAD\09024abd968b4948.pdf,,,,,,,14
4600021391-03310-TOPCL-00026,0,5.1.2004,Documento Externo,PARA INFORMACION,Emitido para información,09024abd968b4bfd.pdf,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",,F:\CL - CALIDAD\09024abd968b4bfd.pdf,,,,,,,14
4600021391-03310-TOPCL-00027,0,5.1.2005,Documento Externo,PARA INFORMACION,Emitido para información,09024abd968b500f.pdf,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",,F:\CL - CALIDAD\09024abd968b500f.pdf,,,,,,,14
4600021391-03310-TOPCL-00028,0,5.1.2006,Documento Externo,PARA INFORMACION,Emitido para información,09024abd968b53b4.pdf,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",,F:\CL - CALIDAD\09024abd968b53b4.pdf,,,,,,,14
4600021391-03310-TOPCL-00029,0,5.1.2006,Documento Externo,PARA INFORMACION,Emitido para información,09024abd968b5626.pdf,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",,F:\CL - CALIDAD\09024abd968b5626.pdf,,,,,,,14
4600021391-03310-TOPCL-00030,0,5.2.1 PLAN INSPECCION Y ENSAYO (REV 0)_STATUS 1,Documento Externo,PARA INFORMACION,Emitido para información,09024abd968b78f2.pdf,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",,F:\CL - CALIDAD\09024abd968b78f2.pdf,,,,,,,14
4600021391-03310-TOPCL-00031,0,5.2.2002,Documento Externo,PARA INFORMACION,Emitido para información,09024abd968b7e2b.pdf,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",,F:\CL - CALIDAD\09024abd968b7e2b.pdf,,,,,,,14
4600021391-03310-TOPCL-00032,0,5.2.2003,Documento Externo,PARA INFORMACION,Emitido para información,09024abd968b814c.pdf,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",,F:\CL - CALIDAD\09024abd968b814c.pdf,,,,,,,14
4600021391-03310-TOPCL-00033,0,LOG Y PROTOCOLOS CONTROL TOPOGRÁFICO,Documento Externo,PARA INFORMACION,Emitido para información,09024abd968b8341.pdf,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",,F:\CL - CALIDAD\09024abd968b8341.pdf,,,,,,,14
4600021391-03310-TOPCL-00034,0,LOG Y PROTOCOLOS GEODETECCION,Documento Externo,PARA INFORMACION,Emitido para información,09024abd968b8557.pdf,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",,F:\CL - CALIDAD\09024abd968b8557.pdf,,,,,,,14
4600021391-03310-TOPCL-00035,0,5.2.2004,Documento Externo,PARA INFORMACION,Emitido para información,09024abd968b8d40.pdf,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",,F:\CL - CALIDAD\09024abd968b8d40.pdf,,,,,,,14
4600021391-03310-TOPCL-00036,0,LOG Y PROTOCOLOS ACTIVIDADES DE TERRENO,Documento Externo,PARA INFORMACION,Emitido para información,09024abd968b936c.pdf,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",,F:\CL - CALIDAD\09024abd968b936c.pdf,,,,,,,14
4600021391-03310-TOPCL-00037,0,LOG Y PROTOCOLOS DE ARMADURA,Documento Externo,PARA INFORMACION,Emitido para información,09024abd968b93c9.pdf,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",,F:\CL - CALIDAD\09024abd968b93c9.pdf,,,,,,,14
4600021391-03310-TOPCL-00038,0,LOG Y PROTOCOLOS DE CONTROL DE HORMIGON,Documento Externo,PARA INFORMACION,Emitido para información,09024abd968b9421.pdf,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",,F:\CL - CALIDAD\09024abd968b9421.pdf,,,,,,,14
4600021391-03310-TOPCL-00039,0,LOG Y PROTOCOLOS DE ENCOFRADO,Documento Externo,PARA INFORMACION,Emitido para información,,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",,,,,,,,,14
4600021391-03310-TOPCL-00040,0,LOG Y PROTOCOLOS DE GRATING,Documento Externo,PARA INFORMACION,Emitido para información,09024abd968b94b7.pdf,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",,F:\CL - CALIDAD\09024abd968b94b7.pdf,,,,,,,14
4600021391-03310-TOPCL-00041,0,LOG Y PROTOCOLOS DE PARRILLA DE PISO,Documento Externo,PARA INFORMACION,Emitido para información,09024abd968b9916.pdf,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",,F:\CL - CALIDAD\09024abd968b9916.pdf,,,,,,,14
4600021391-03310-TOPCL-00042,0,LOG Y PROTOCOLOS DE PINTURA,Documento Externo,PARA INFORMACION,Emitido para información,09024abd968b996a.pdf,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",,F:\CL - CALIDAD\09024abd968b996a.pdf,,,,,,,14
4600021391-03310-TOPCL-00043,0,5.2.2005,Documento Externo,PARA INFORMACION,Emitido para información,,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",,,,,,,,,14
4600021391-03310-TOPCL-00044,0,LOG Y PROTOCOLOS MONTAJE DE ESTRUCTURA,Documento Externo,PARA INFORMACION,Emitido para información,09024abd968bb2f8.pdf,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",,F:\CL - CALIDAD\09024abd968bb2f8.pdf,,,,,,,14
4600021391-03310-TOPCL-00045,0,5.2.2006,Documento Externo,PARA INFORMACION,Emitido para información,09024abd968bc50f.pdf,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",,F:\CL - CALIDAD\09024abd968bc50f.pdf,,,,,,,14
4600021391-03310-TOPCL-00046,0,5.2.2007,Documento Externo,PARA INFORMACION,Emitido para información,09024abd968bd574.pdf,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",,F:\CL - CALIDAD\09024abd968bd574.pdf,,,,,,,14
4600021391-03310-TOPCL-00047,0,5.2.2008,Documento Externo,PARA INFORMACION,Emitido para información,09024abd968bd8fa.pdf,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",,F:\CL - CALIDAD\09024abd968bd8fa.pdf,,,,,,,14
4600021391-03310-TOPCL-00048,0,5.2.2009,Documento Externo,PARA INFORMACION,Emitido para información,,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",,,,,,,,,14
4600021391-03310-TOPCL-00049,0,LOG Y PROTOCOLOS CONFECCION E INSTALACION MALLA A TIERRA,Documento Externo,PARA INFORMACION,Emitido para información,09024abd968be88d.pdf,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",,F:\CL - CALIDAD\09024abd968be88d.pdf,,,,,,,14
4600021391-03310-TOPCL-00050,0,5.2.10,Documento Externo,PARA INFORMACION,Emitido para información,09024abd968bef36.pdf,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",,F:\CL - CALIDAD\09024abd968bef36.pdf,,,,,,,14
4600021391-03310-TOPCL-00051,0,5.2.11,Documento Externo,PARA INFORMACION,Emitido para información,09024abd968c0df9.pdf,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",,F:\CL - CALIDAD\09024abd968c0df9.pdf,,,,,,,14
4600021391-03310-TOPCL-00052,0,6.1 LOG DE N O CONFORMIDADES,Documento Externo,PARA INFORMACION,Emitido para información,09024abd96910cab.pdf,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",,F:\CL - CALIDAD\09024abd96910cab.pdf,,,,,,,14
4600021391-03310-TOPCL-00053,0,6.2 LOG DE AUDITORIAS,Documento Externo,PARA INFORMACION,Emitido para información,09024abd969129ad.pdf,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",,F:\CL - CALIDAD\09024abd969129ad.pdf,,,,,,,14
4600021391-03310-TOPCL-00054,0,6.3 LOG DE EQUIPOS EIME,Documento Externo,PARA INFORMACION,Emitido para información,09024abd969138d9.pdf,,,Munoz Cadiz Pedro (Contratista-Andina),,N/A,EMPRESAS CONSTRUCCIÓN,,,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",CL - CALIDAD,,EJECUCION,Gerencia Proyectos Divisionales Andina,4600021391 - SCM.MV - CONSTRUCCION OBRAS NORMALIZACION SUSTANCIAS PELIGROSAS,N/A,Main Content,TOPCL - CARPETAS TOP,"03310 - FLOTACIÓN PRIMARIA (DISTRIBUCIÓN, CELDAS, AIRE, AGUA, REACTIVOS)",,F:\CL - CALIDAD\09024abd969138d9.pdf,,,,,,,14
